PartE: 
(61170, 'DEF  ', 82985, 'ABC  ')
(86996, 'DEF  ', 84311, 'ABC  ')
(84311, 'ABC  ', 86996, 'DEF  ')
(23459, 'DEF  ', 96595, 'ABC  ')
(96595, 'ABC  ', 23459, 'DEF  ')
(27167, 'DEF  ', 72481, 'ABC  ')
(72481, 'ABC  ', 27167, 'DEF  ')
(53928, 'DEF  ', 42219, 'ABC  ')
(42219, 'ABC  ', 53928, 'DEF  ')
(42219, 'ABC  ', 53928, 'DEF  ')
(53928, 'DEF  ', 42219, 'ABC  ')
(70595, 'ABC  ', 19518, 'DEF  ')
(70595, 'ABC  ', 19518, 'DEF  ')
(19518, 'DEF  ', 70595, 'ABC  ')
(19518, 'DEF  ', 70595, 'ABC  ')
(70595, 'ABC  ', 19518, 'DEF  ')
(70595, 'ABC  ', 19518, 'DEF  ')
(19518, 'DEF  ', 70595, 'ABC  ')
(19518, 'DEF  ', 70595, 'ABC  ')
(21881, 'DEF  ', 23004, 'ABC  ')
(23004, 'ABC  ', 21881, 'DEF  ')
(39437, 'ABC  ', 67244, 'DEF  ')
(67244, 'DEF  ', 39437, 'ABC  ')
(39437, 'ABC  ', 67244, 'DEF  ')
(67244, 'DEF  ', 39437, 'ABC  ')
(49604, 'ABC  ', 80380, 'DEF  ')
(59700, 'ABC  ', 80380, 'DEF  ')
(80380, 'DEF  ', 49604, 'ABC  ')
(80380, 'DEF  ', 59700, 'ABC  ')
(88560, 'ABC  ', 10919, 'DEF  ')
(88560, 'ABC  ', 34391, 'DEF  ')
(77837, 'ABC  ', 10919, 'DEF  ')
(77837, 'ABC  ', 34391, 'DEF  ')
(10919, 'DEF  ', 88560, 'ABC  ')
(10919, 'DEF  ', 77837, 'ABC  ')
(10919, 'DEF  ', 32875, 'ABC  ')
(10919, 'DEF  ', 34391, 'ABC  ')
(32875, 'ABC  ', 10919, 'DEF  ')
(32875, 'ABC  ', 34391, 'DEF  ')
(34391, 'DEF  ', 88560, 'ABC  ')
(34391, 'DEF  ', 77837, 'ABC  ')
(34391, 'DEF  ', 32875, 'ABC  ')
(34391, 'DEF  ', 10919, 'ABC  ')
(34391, 'ABC  ', 10919, 'DEF  ')
(10919, 'ABC  ', 34391, 'DEF  ')
(74518, 'DEF  ', 74174, 'ABC  ')
(74174, 'ABC  ', 74518, 'DEF  ')
(74174, 'ABC  ', 28859, 'DEF  ')
(28859, 'DEF  ', 74174, 'ABC  ')
(28859, 'DEF  ', 74174, 'ABC  ')
(74174, 'ABC  ', 28859, 'DEF  ')
(74174, 'ABC  ', 74518, 'DEF  ')
(74518, 'DEF  ', 74174, 'ABC  ')
(27058, 'DEF  ', 96231, 'ABC  ')
(96231, 'ABC  ', 27058, 'DEF  ')
(64218, 'ABC  ', 98980, 'DEF  ')
(70873, 'ABC  ', 98980, 'DEF  ')
(85611, 'ABC  ', 98980, 'DEF  ')
(98980, 'DEF  ', 64218, 'ABC  ')
(98980, 'DEF  ', 70873, 'ABC  ')
(98980, 'DEF  ', 85611, 'ABC  ')
(64218, 'ABC  ', 98980, 'DEF  ')
(98980, 'DEF  ', 64218, 'ABC  ')
(27222, 'DEF  ', 18977, 'ABC  ')
(18977, 'ABC  ', 27222, 'DEF  ')
(27222, 'DEF  ', 18977, 'ABC  ')
(18977, 'ABC  ', 27222, 'DEF  ')
(60675, 'ABC  ', 69198, 'DEF  ')
(76307, 'ABC  ', 69198, 'DEF  ')
(69198, 'DEF  ', 60675, 'ABC  ')
(69198, 'DEF  ', 76307, 'ABC  ')
(69198, 'DEF  ', 54664, 'ABC  ')
(54664, 'ABC  ', 69198, 'DEF  ')
(69198, 'DEF  ', 54664, 'ABC  ')
(54664, 'ABC  ', 69198, 'DEF  ')
(67317, 'ABC  ', 43022, 'DEF  ')
(43022, 'DEF  ', 67317, 'ABC  ')
(42698, 'ABC  ', 40722, 'DEF  ')
(40722, 'DEF  ', 42698, 'ABC  ')
(97019, 'DEF  ', 71905, 'ABC  ')
(71905, 'ABC  ', 97019, 'DEF  ')
(71905, 'ABC  ', 97019, 'DEF  ')
(97019, 'DEF  ', 71905, 'ABC  ')
(62707, 'DEF  ', 68225, 'ABC  ')
(68225, 'ABC  ', 62707, 'DEF  ')
(26015, 'DEF  ', 65862, 'ABC  ')
(65862, 'ABC  ', 26015, 'DEF  ')
(26015, 'DEF  ', 65862, 'ABC  ')
(65862, 'ABC  ', 26015, 'DEF  ')
(99765, 'ABC  ', 58057, 'DEF  ')
(99765, 'ABC  ', 58057, 'DEF  ')
(19713, 'ABC  ', 58057, 'DEF  ')
(90911, 'ABC  ', 58057, 'DEF  ')
(58057, 'DEF  ', 99765, 'ABC  ')
(58057, 'DEF  ', 99765, 'ABC  ')
(58057, 'DEF  ', 19713, 'ABC  ')
(58057, 'DEF  ', 90911, 'ABC  ')
(58057, 'DEF  ', 18759, 'ABC  ')
(18759, 'ABC  ', 58057, 'DEF  ')
(40710, 'DEF  ', 40065, 'ABC  ')
(75239, 'DEF  ', 40065, 'ABC  ')
(75239, 'DEF  ', 40065, 'ABC  ')
(40065, 'ABC  ', 40710, 'DEF  ')
(40065, 'ABC  ', 75239, 'DEF  ')
(40065, 'ABC  ', 75239, 'DEF  ')
(40065, 'ABC  ', 13779, 'DEF  ')
(13779, 'DEF  ', 40065, 'ABC  ')
(68158, 'DEF  ', 90325, 'ABC  ')
(90325, 'ABC  ', 68158, 'DEF  ')
(13829, 'ABC  ', 53192, 'DEF  ')
(35787, 'ABC  ', 53192, 'DEF  ')
(69676, 'ABC  ', 53192, 'DEF  ')
(53192, 'DEF  ', 13829, 'ABC  ')
(53192, 'DEF  ', 35787, 'ABC  ')
(53192, 'DEF  ', 69676, 'ABC  ')
(72055, 'DEF  ', 91564, 'ABC  ')
(91564, 'ABC  ', 72055, 'DEF  ')
(91564, 'ABC  ', 72055, 'DEF  ')
(91564, 'ABC  ', 19813, 'DEF  ')
(72055, 'ABC  ', 19813, 'DEF  ')
(19813, 'ABC  ', 72055, 'DEF  ')
(72055, 'DEF  ', 91564, 'ABC  ')
(72055, 'DEF  ', 19813, 'ABC  ')
(72055, 'DEF  ', 83922, 'ABC  ')
(72055, 'DEF  ', 57467, 'ABC  ')
(19813, 'DEF  ', 91564, 'ABC  ')
(19813, 'DEF  ', 72055, 'ABC  ')
(19813, 'DEF  ', 83922, 'ABC  ')
(19813, 'DEF  ', 57467, 'ABC  ')
(83922, 'ABC  ', 72055, 'DEF  ')
(83922, 'ABC  ', 19813, 'DEF  ')
(57467, 'ABC  ', 72055, 'DEF  ')
(57467, 'ABC  ', 19813, 'DEF  ')
(24367, 'DEF  ', 61996, 'ABC  ')
(61996, 'ABC  ', 24367, 'DEF  ')
(61996, 'ABC  ', 50522, 'DEF  ')
(50522, 'DEF  ', 61996, 'ABC  ')
(50522, 'DEF  ', 61996, 'ABC  ')
(61996, 'ABC  ', 50522, 'DEF  ')
(36806, 'DEF  ', 57665, 'ABC  ')
(57665, 'ABC  ', 36806, 'DEF  ')
(57665, 'ABC  ', 36806, 'DEF  ')
(36806, 'DEF  ', 57665, 'ABC  ')
(64355, 'DEF  ', 90913, 'ABC  ')
(90913, 'ABC  ', 64355, 'DEF  ')
(37206, 'DEF  ', 22484, 'ABC  ')
(22484, 'ABC  ', 37206, 'DEF  ')
(37206, 'DEF  ', 22484, 'ABC  ')
(22484, 'ABC  ', 37206, 'DEF  ')
(44309, 'ABC  ', 74174, 'DEF  ')
(66820, 'ABC  ', 74174, 'DEF  ')
(74174, 'DEF  ', 44309, 'ABC  ')
(74174, 'DEF  ', 66820, 'ABC  ')
(74174, 'DEF  ', 59137, 'ABC  ')
(74174, 'DEF  ', 66820, 'ABC  ')
(59137, 'ABC  ', 74174, 'DEF  ')
(66820, 'ABC  ', 74174, 'DEF  ')
(44309, 'ABC  ', 74174, 'DEF  ')
(74174, 'DEF  ', 44309, 'ABC  ')
(63048, 'ABC  ', 17486, 'DEF  ')
(17486, 'DEF  ', 63048, 'ABC  ')
(63048, 'ABC  ', 17486, 'DEF  ')
(17486, 'DEF  ', 63048, 'ABC  ')
(69433, 'ABC  ', 24301, 'DEF  ')
(24301, 'DEF  ', 69433, 'ABC  ')
(24301, 'DEF  ', 18423, 'ABC  ')
(24301, 'DEF  ', 95541, 'ABC  ')
(24301, 'DEF  ', 84314, 'ABC  ')
(24301, 'DEF  ', 69433, 'ABC  ')
(18423, 'ABC  ', 24301, 'DEF  ')
(95541, 'ABC  ', 24301, 'DEF  ')
(84314, 'ABC  ', 24301, 'DEF  ')
(69433, 'ABC  ', 24301, 'DEF  ')
(84314, 'ABC  ', 24301, 'DEF  ')
(24301, 'DEF  ', 84314, 'ABC  ')
(93699, 'ABC  ', 97925, 'DEF  ')
(97925, 'DEF  ', 93699, 'ABC  ')
(51162, 'DEF  ', 11159, 'ABC  ')
(11159, 'ABC  ', 51162, 'DEF  ')
(43840, 'ABC  ', 51162, 'DEF  ')
(51162, 'DEF  ', 43840, 'ABC  ')
(51162, 'DEF  ', 30688, 'ABC  ')
(30688, 'ABC  ', 51162, 'DEF  ')
(89262, 'ABC  ', 91751, 'DEF  ')
(89262, 'ABC  ', 42007, 'DEF  ')
(91751, 'DEF  ', 89262, 'ABC  ')
(42007, 'DEF  ', 89262, 'ABC  ')
(91751, 'DEF  ', 89262, 'ABC  ')
(89262, 'ABC  ', 91751, 'DEF  ')
(89262, 'ABC  ', 42007, 'DEF  ')
(42007, 'DEF  ', 89262, 'ABC  ')
(11439, 'ABC  ', 97206, 'DEF  ')
(97206, 'DEF  ', 11439, 'ABC  ')
(97206, 'ABC  ', 11439, 'DEF  ')
(11439, 'DEF  ', 97206, 'ABC  ')
(53432, 'DEF  ', 30853, 'ABC  ')
(53432, 'DEF  ', 10203, 'ABC  ')
(53432, 'DEF  ', 94421, 'ABC  ')
(53432, 'DEF  ', 30853, 'ABC  ')
(53432, 'DEF  ', 50089, 'ABC  ')
(30853, 'ABC  ', 53432, 'DEF  ')
(10203, 'ABC  ', 53432, 'DEF  ')
(94421, 'ABC  ', 53432, 'DEF  ')
(30853, 'ABC  ', 53432, 'DEF  ')
(50089, 'ABC  ', 53432, 'DEF  ')
(65289, 'ABC  ', 74628, 'DEF  ')
(74628, 'DEF  ', 65289, 'ABC  ')
(65289, 'ABC  ', 74628, 'DEF  ')
(74628, 'DEF  ', 65289, 'ABC  ')
(57572, 'DEF  ', 92784, 'ABC  ')
(92784, 'ABC  ', 57572, 'DEF  ')
(92784, 'ABC  ', 57572, 'DEF  ')
(57572, 'DEF  ', 92784, 'ABC  ')
(57572, 'DEF  ', 46709, 'ABC  ')
(57572, 'DEF  ', 29358, 'ABC  ')
(57572, 'DEF  ', 29358, 'ABC  ')
(57572, 'DEF  ', 89604, 'ABC  ')
(57572, 'DEF  ', 89604, 'ABC  ')
(46709, 'ABC  ', 57572, 'DEF  ')
(29358, 'ABC  ', 57572, 'DEF  ')
(29358, 'ABC  ', 57572, 'DEF  ')
(89604, 'ABC  ', 57572, 'DEF  ')
(89604, 'ABC  ', 57572, 'DEF  ')
(95411, 'ABC  ', 75718, 'DEF  ')
(75718, 'DEF  ', 95411, 'ABC  ')
(75718, 'DEF  ', 89799, 'ABC  ')
(75718, 'DEF  ', 87101, 'ABC  ')
(89799, 'ABC  ', 75718, 'DEF  ')
(87101, 'ABC  ', 75718, 'DEF  ')
(56956, 'ABC  ', 98709, 'DEF  ')
(98709, 'DEF  ', 56956, 'ABC  ')
(29269, 'ABC  ', 10874, 'DEF  ')
(10874, 'DEF  ', 29269, 'ABC  ')
(29269, 'ABC  ', 10874, 'DEF  ')
(10874, 'DEF  ', 29269, 'ABC  ')
(12993, 'ABC  ', 74029, 'DEF  ')
(74029, 'DEF  ', 12993, 'ABC  ')
(74029, 'DEF  ', 12993, 'ABC  ')
(12993, 'ABC  ', 74029, 'DEF  ')
(45859, 'ABC  ', 51747, 'DEF  ')
(45859, 'ABC  ', 51747, 'DEF  ')
(51747, 'DEF  ', 45859, 'ABC  ')
(51747, 'DEF  ', 61965, 'ABC  ')
(51747, 'DEF  ', 16358, 'ABC  ')
(51747, 'DEF  ', 45859, 'ABC  ')
(51747, 'DEF  ', 61965, 'ABC  ')
(51747, 'DEF  ', 16358, 'ABC  ')
(61965, 'ABC  ', 51747, 'DEF  ')
(61965, 'ABC  ', 51747, 'DEF  ')
(16358, 'ABC  ', 51747, 'DEF  ')
(16358, 'ABC  ', 51747, 'DEF  ')
(60070, 'DEF  ', 10463, 'ABC  ')
(60070, 'DEF  ', 39764, 'ABC  ')
(60070, 'DEF  ', 59974, 'ABC  ')
(60070, 'DEF  ', 70975, 'ABC  ')
(60070, 'DEF  ', 69844, 'ABC  ')
(10463, 'ABC  ', 60070, 'DEF  ')
(39764, 'ABC  ', 60070, 'DEF  ')
(59974, 'ABC  ', 60070, 'DEF  ')
(70975, 'ABC  ', 60070, 'DEF  ')
(69844, 'ABC  ', 60070, 'DEF  ')
(20503, 'DEF  ', 94509, 'ABC  ')
(94509, 'ABC  ', 20503, 'DEF  ')
(56207, 'DEF  ', 15549, 'ABC  ')
(13733, 'DEF  ', 15549, 'ABC  ')
(15549, 'ABC  ', 56207, 'DEF  ')
(15549, 'ABC  ', 13733, 'DEF  ')
(15549, 'ABC  ', 64604, 'DEF  ')
(64604, 'DEF  ', 15549, 'ABC  ')
(83514, 'ABC  ', 19971, 'DEF  ')
(19971, 'DEF  ', 83514, 'ABC  ')
(19971, 'DEF  ', 87289, 'ABC  ')
(19971, 'DEF  ', 59714, 'ABC  ')
(87289, 'ABC  ', 19971, 'DEF  ')
(59714, 'ABC  ', 19971, 'DEF  ')
(36037, 'ABC  ', 19431, 'DEF  ')
(36037, 'ABC  ', 19431, 'DEF  ')
(19431, 'DEF  ', 36037, 'ABC  ')
(19431, 'DEF  ', 36037, 'ABC  ')
(55231, 'DEF  ', 26592, 'ABC  ')
(26592, 'ABC  ', 55231, 'DEF  ')
(44227, 'ABC  ', 55231, 'DEF  ')
(77358, 'ABC  ', 55231, 'DEF  ')
(77358, 'ABC  ', 44227, 'DEF  ')
(55231, 'DEF  ', 44227, 'ABC  ')
(55231, 'DEF  ', 77358, 'ABC  ')
(55231, 'DEF  ', 26592, 'ABC  ')
(44227, 'DEF  ', 77358, 'ABC  ')
(44227, 'DEF  ', 26592, 'ABC  ')
(26592, 'ABC  ', 55231, 'DEF  ')
(26592, 'ABC  ', 44227, 'DEF  ')
(60685, 'ABC  ', 44227, 'DEF  ')
(77358, 'ABC  ', 44227, 'DEF  ')
(44227, 'DEF  ', 60685, 'ABC  ')
(44227, 'DEF  ', 77358, 'ABC  ')
(89604, 'ABC  ', 80995, 'DEF  ')
(80995, 'DEF  ', 89604, 'ABC  ')
(80995, 'DEF  ', 89604, 'ABC  ')
(89604, 'ABC  ', 80995, 'DEF  ')
(80995, 'ABC  ', 85674, 'DEF  ')
(80995, 'DEF  ', 89604, 'ABC  ')
(80995, 'DEF  ', 89604, 'ABC  ')
(80995, 'DEF  ', 85674, 'ABC  ')
(80995, 'DEF  ', 91013, 'ABC  ')
(89604, 'ABC  ', 80995, 'DEF  ')
(89604, 'ABC  ', 85674, 'DEF  ')
(89604, 'ABC  ', 80995, 'DEF  ')
(89604, 'ABC  ', 85674, 'DEF  ')
(85674, 'ABC  ', 80995, 'DEF  ')
(85674, 'DEF  ', 80995, 'ABC  ')
(85674, 'DEF  ', 89604, 'ABC  ')
(85674, 'DEF  ', 89604, 'ABC  ')
(85674, 'DEF  ', 91013, 'ABC  ')
(91013, 'ABC  ', 80995, 'DEF  ')
(91013, 'ABC  ', 85674, 'DEF  ')
(76252, 'DEF  ', 29809, 'ABC  ')
(76252, 'DEF  ', 82232, 'ABC  ')
(76252, 'DEF  ', 11280, 'ABC  ')
(76252, 'DEF  ', 11280, 'ABC  ')
(76252, 'DEF  ', 80673, 'ABC  ')
(76252, 'DEF  ', 80673, 'ABC  ')
(76252, 'DEF  ', 86329, 'ABC  ')
(76252, 'DEF  ', 91643, 'ABC  ')
(29809, 'ABC  ', 76252, 'DEF  ')
(82232, 'ABC  ', 76252, 'DEF  ')
(11280, 'ABC  ', 76252, 'DEF  ')
(11280, 'ABC  ', 76252, 'DEF  ')
(80673, 'ABC  ', 76252, 'DEF  ')
(80673, 'ABC  ', 76252, 'DEF  ')
(86329, 'ABC  ', 76252, 'DEF  ')
(91643, 'ABC  ', 76252, 'DEF  ')
(80673, 'ABC  ', 76252, 'DEF  ')
(80673, 'ABC  ', 76252, 'DEF  ')
(76252, 'DEF  ', 80673, 'ABC  ')
(76252, 'DEF  ', 80673, 'ABC  ')
(11751, 'ABC  ', 41489, 'DEF  ')
(17373, 'ABC  ', 41489, 'DEF  ')
(41489, 'DEF  ', 11751, 'ABC  ')
(41489, 'DEF  ', 17373, 'ABC  ')
(41489, 'DEF  ', 38522, 'ABC  ')
(38522, 'ABC  ', 41489, 'DEF  ')
(51747, 'ABC  ', 20062, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'DEF  ', 26665, 'ABC  ')
(51747, 'DEF  ', 26665, 'ABC  ')
(51747, 'ABC  ', 20062, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(20062, 'DEF  ', 51747, 'ABC  ')
(20062, 'DEF  ', 51747, 'ABC  ')
(20062, 'DEF  ', 26665, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'ABC  ', 51747, 'DEF  ')
(26665, 'ABC  ', 51747, 'DEF  ')
(26665, 'ABC  ', 20062, 'DEF  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'ABC  ', 20062, 'DEF  ')
(26665, 'ABC  ', 51747, 'DEF  ')
(26665, 'ABC  ', 51747, 'DEF  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(20062, 'DEF  ', 26665, 'ABC  ')
(20062, 'DEF  ', 51747, 'ABC  ')
(20062, 'DEF  ', 51747, 'ABC  ')
(51747, 'DEF  ', 26665, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(26665, 'DEF  ', 51747, 'ABC  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 20062, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'ABC  ', 20062, 'DEF  ')
(51747, 'ABC  ', 26665, 'DEF  ')
(51747, 'DEF  ', 26665, 'ABC  ')
(41908, 'DEF  ', 54569, 'ABC  ')
(41908, 'DEF  ', 54569, 'ABC  ')
(55750, 'DEF  ', 54569, 'ABC  ')
(55750, 'DEF  ', 54569, 'ABC  ')
(54569, 'ABC  ', 41908, 'DEF  ')
(54569, 'ABC  ', 55750, 'DEF  ')
(54569, 'ABC  ', 35023, 'DEF  ')
(35023, 'DEF  ', 54569, 'ABC  ')
(35023, 'DEF  ', 54569, 'ABC  ')
(54569, 'ABC  ', 41908, 'DEF  ')
(54569, 'ABC  ', 55750, 'DEF  ')
(54569, 'ABC  ', 35023, 'DEF  ')
(54569, 'ABC  ', 55750, 'DEF  ')
(54569, 'ABC  ', 55750, 'DEF  ')
(55750, 'DEF  ', 54569, 'ABC  ')
(55750, 'DEF  ', 54569, 'ABC  ')
(62782, 'ABC  ', 81785, 'DEF  ')
(81785, 'DEF  ', 62782, 'ABC  ')
(81785, 'DEF  ', 62782, 'ABC  ')
(62782, 'ABC  ', 81785, 'DEF  ')
(81785, 'DEF  ', 62782, 'ABC  ')
(62782, 'ABC  ', 81785, 'DEF  ')
(19841, 'ABC  ', 73107, 'DEF  ')
(73107, 'DEF  ', 19841, 'ABC  ')
(19841, 'ABC  ', 73107, 'DEF  ')
(73107, 'DEF  ', 19841, 'ABC  ')
(36037, 'DEF  ', 13795, 'ABC  ')
(36037, 'DEF  ', 97582, 'ABC  ')
(36037, 'DEF  ', 13795, 'ABC  ')
(36037, 'DEF  ', 97582, 'ABC  ')
(13795, 'ABC  ', 36037, 'DEF  ')
(13795, 'ABC  ', 36037, 'DEF  ')
(97582, 'ABC  ', 36037, 'DEF  ')
(97582, 'ABC  ', 36037, 'DEF  ')
(30182, 'ABC  ', 36037, 'DEF  ')
(30182, 'ABC  ', 36037, 'DEF  ')
(21217, 'ABC  ', 36037, 'DEF  ')
(21217, 'ABC  ', 36037, 'DEF  ')
(74902, 'ABC  ', 36037, 'DEF  ')
(74902, 'ABC  ', 36037, 'DEF  ')
(58067, 'ABC  ', 36037, 'DEF  ')
(58067, 'ABC  ', 36037, 'DEF  ')
(58067, 'ABC  ', 36037, 'DEF  ')
(58067, 'ABC  ', 36037, 'DEF  ')
(41146, 'ABC  ', 36037, 'DEF  ')
(41146, 'ABC  ', 36037, 'DEF  ')
(36037, 'DEF  ', 30182, 'ABC  ')
(36037, 'DEF  ', 21217, 'ABC  ')
(36037, 'DEF  ', 74902, 'ABC  ')
(36037, 'DEF  ', 58067, 'ABC  ')
(36037, 'DEF  ', 58067, 'ABC  ')
(36037, 'DEF  ', 41146, 'ABC  ')
(36037, 'DEF  ', 30182, 'ABC  ')
(36037, 'DEF  ', 21217, 'ABC  ')
(36037, 'DEF  ', 74902, 'ABC  ')
(36037, 'DEF  ', 58067, 'ABC  ')
(36037, 'DEF  ', 58067, 'ABC  ')
(36037, 'DEF  ', 41146, 'ABC  ')
(28511, 'DEF  ', 53428, 'ABC  ')
(28511, 'DEF  ', 53428, 'ABC  ')
(53428, 'ABC  ', 28511, 'DEF  ')
(53428, 'ABC  ', 28511, 'DEF  ')
(53428, 'ABC  ', 28511, 'DEF  ')
(28511, 'DEF  ', 53428, 'ABC  ')
(28511, 'DEF  ', 53428, 'ABC  ')
(53428, 'ABC  ', 28511, 'DEF  ')
(53428, 'ABC  ', 28511, 'DEF  ')
(53428, 'ABC  ', 28511, 'DEF  ')
(53428, 'ABC  ', 93673, 'DEF  ')
(53428, 'ABC  ', 32307, 'DEF  ')
(28511, 'DEF  ', 53428, 'ABC  ')
(28511, 'DEF  ', 53428, 'ABC  ')
(93673, 'DEF  ', 53428, 'ABC  ')
(32307, 'DEF  ', 53428, 'ABC  ')
(69690, 'DEF  ', 13123, 'ABC  ')
(13123, 'ABC  ', 69690, 'DEF  ')
(83574, 'ABC  ', 27893, 'DEF  ')
(27893, 'DEF  ', 83574, 'ABC  ')
(47739, 'DEF  ', 62652, 'ABC  ')
(47739, 'DEF  ', 13032, 'ABC  ')
(62652, 'ABC  ', 47739, 'DEF  ')
(13032, 'ABC  ', 47739, 'DEF  ')
(87587, 'DEF  ', 12561, 'ABC  ')
(12561, 'ABC  ', 87587, 'DEF  ')
(87587, 'DEF  ', 12561, 'ABC  ')
(87587, 'DEF  ', 26175, 'ABC  ')
(12561, 'ABC  ', 87587, 'DEF  ')
(12561, 'ABC  ', 80785, 'DEF  ')
(26175, 'ABC  ', 87587, 'DEF  ')
(26175, 'ABC  ', 80785, 'DEF  ')
(80785, 'DEF  ', 12561, 'ABC  ')
(80785, 'DEF  ', 26175, 'ABC  ')
(80785, 'DEF  ', 26175, 'ABC  ')
(26175, 'ABC  ', 80785, 'DEF  ')
(92499, 'DEF  ', 52256, 'ABC  ')
(92499, 'DEF  ', 52831, 'ABC  ')
(52256, 'ABC  ', 92499, 'DEF  ')
(52831, 'ABC  ', 92499, 'DEF  ')
(52831, 'ABC  ', 92499, 'DEF  ')
(92499, 'DEF  ', 52831, 'ABC  ')
(57815, 'DEF  ', 37556, 'ABC  ')
(57815, 'DEF  ', 24150, 'ABC  ')
(57815, 'DEF  ', 24150, 'ABC  ')
(57815, 'DEF  ', 96925, 'ABC  ')
(37556, 'ABC  ', 57815, 'DEF  ')
(24150, 'ABC  ', 57815, 'DEF  ')
(24150, 'ABC  ', 57815, 'DEF  ')
(96925, 'ABC  ', 57815, 'DEF  ')
(54499, 'ABC  ', 99438, 'DEF  ')
(99438, 'DEF  ', 54499, 'ABC  ')
(94770, 'DEF  ', 63255, 'ABC  ')
(63255, 'ABC  ', 94770, 'DEF  ')
(63255, 'ABC  ', 47576, 'DEF  ')
(47576, 'DEF  ', 63255, 'ABC  ')
(47576, 'DEF  ', 63255, 'ABC  ')
(94770, 'DEF  ', 63255, 'ABC  ')
(63255, 'ABC  ', 47576, 'DEF  ')
(63255, 'ABC  ', 94770, 'DEF  ')
(94770, 'DEF  ', 63255, 'ABC  ')
(63255, 'ABC  ', 94770, 'DEF  ')
(98700, 'ABC  ', 87716, 'DEF  ')
(87716, 'DEF  ', 98700, 'ABC  ')
(87716, 'DEF  ', 28049, 'ABC  ')
(87716, 'DEF  ', 98700, 'ABC  ')
(28049, 'ABC  ', 87716, 'DEF  ')
(98700, 'ABC  ', 87716, 'DEF  ')
(35867, 'ABC  ', 93538, 'DEF  ')
(93538, 'DEF  ', 35867, 'ABC  ')
(93538, 'DEF  ', 72593, 'ABC  ')
(93538, 'DEF  ', 63495, 'ABC  ')
(72593, 'ABC  ', 93538, 'DEF  ')
(63495, 'ABC  ', 93538, 'DEF  ')
(12041, 'ABC  ', 26751, 'DEF  ')
(26751, 'DEF  ', 12041, 'ABC  ')
(26751, 'DEF  ', 12041, 'ABC  ')
(12041, 'ABC  ', 26751, 'DEF  ')
(45685, 'ABC  ', 91828, 'DEF  ')
(91828, 'DEF  ', 45685, 'ABC  ')
(44984, 'ABC  ', 91828, 'DEF  ')
(91828, 'DEF  ', 44984, 'ABC  ')
(49563, 'ABC  ', 14311, 'DEF  ')
(14311, 'DEF  ', 49563, 'ABC  ')
(86746, 'ABC  ', 87511, 'DEF  ')
(86746, 'ABC  ', 87511, 'DEF  ')
(87511, 'DEF  ', 86746, 'ABC  ')
(87511, 'DEF  ', 86746, 'ABC  ')
(22134, 'ABC  ', 52410, 'DEF  ')
(22134, 'ABC  ', 15626, 'DEF  ')
(49415, 'ABC  ', 52410, 'DEF  ')
(49415, 'ABC  ', 15626, 'DEF  ')
(22134, 'ABC  ', 52410, 'DEF  ')
(22134, 'ABC  ', 15626, 'DEF  ')
(60378, 'ABC  ', 52410, 'DEF  ')
(60378, 'ABC  ', 15626, 'DEF  ')
(15626, 'ABC  ', 52410, 'DEF  ')
(52410, 'DEF  ', 22134, 'ABC  ')
(52410, 'DEF  ', 49415, 'ABC  ')
(52410, 'DEF  ', 22134, 'ABC  ')
(52410, 'DEF  ', 60378, 'ABC  ')
(52410, 'DEF  ', 15626, 'ABC  ')
(15626, 'DEF  ', 22134, 'ABC  ')
(15626, 'DEF  ', 49415, 'ABC  ')
(15626, 'DEF  ', 22134, 'ABC  ')
(15626, 'DEF  ', 60378, 'ABC  ')
(15626, 'DEF  ', 52410, 'ABC  ')
(52410, 'ABC  ', 15626, 'DEF  ')
(36617, 'DEF  ', 68366, 'ABC  ')
(68366, 'ABC  ', 36617, 'DEF  ')
(68366, 'ABC  ', 36617, 'DEF  ')
(36617, 'DEF  ', 68366, 'ABC  ')
(68366, 'ABC  ', 36617, 'DEF  ')
(36617, 'DEF  ', 68366, 'ABC  ')
(24310, 'DEF  ', 96560, 'ABC  ')
(96560, 'ABC  ', 24310, 'DEF  ')
